Theta2,ServoAngle
-135.3,69
-135.27,69
-135.24,69
-135.22,69
-135.23,69
-135.17,70
-135.05,70
-134.98,70
-134.89,70
-134.83,70
-134.79,70
-134.71,70
-134.64,70
-134.58,70
-134.55,70
-134.53,70
-134.51,70
-134.5,70
-134.48,70
-134.4,70
-134.33,71
-134.27,71
-134.31,71
-134.28,71
-134.16,71
-134.04,71
-133.98,71
-133.92,71
-133.83,71
-133.72,71
-133.71,71
-133.61,71
-133.59,71
-133.53,71
-133.48,71
-133.4,72
-133.37,72
-133.27,72
-133.25,72
-133.19,72
-133.18,72
-133.16,72
-133.06,72
-132.93,72
-132.8,72
-132.73,72
-132.72,72
-132.59,72
-132.57,72
-132.55,72
-132.47,73
-132.36,73
-132.33,73
-132.23,73
-132.15,73
-132.05,73
-131.98,73
-131.86,73
-131.74,73
-131.67,73
-131.68,73
-131.65,73
-131.62,73
-131.54,73
-131.52,73
-131.54,74
-131.56,74
-131.48,74
-131.38,74
-131.38,74
-131.32,74
-131.23,74
-131.12,74
-131.01,74
-130.91,74
-130.92,74
-130.88,74
-130.83,74
-130.9,74
-130.82,74
-130.74,75
-130.74,75
-130.65,75
-130.53,75
-130.52,75
-130.42,75
-130.42,75
-130.46,75
-130.42,75
-130.32,75
-130.26,75
-130.21,75
-130.12,75
-130.06,75
-130,75
-129.98,76
-129.89,76
-129.85,76
-129.84,76
-129.8,76
-129.8,76
-129.69,76
-129.69,76
-129.64,76
-129.51,76
-129.54,76
-129.52,76
-129.57,76
-129.51,76
-129.51,76
-129.51,77
-129.5,77
-129.43,77
-129.43,77
-129.47,77
-129.41,77
-129.38,77
-129.36,77
-129.35,77
-129.3,77
-129.29,77
-129.19,77
-129.15,77
-129.16,77
-129.16,77
-129.08,78
-129.1,78
-129,78
-128.95,78
-128.82,78
-128.72,78
-128.69,78
-128.63,78
-128.57,78
-128.55,78
-128.47,78
-128.45,78
-128.38,78
-128.31,78
-128.33,78
-128.33,79
-128.29,79
-128.21,79
-128.14,79
-128.13,79
-128.1,79
-128.03,79
-127.94,79
-127.88,79
-127.76,79
-127.8,79
-127.7,79
-127.76,79
-127.7,79
-127.71,79
-127.66,80
-127.6,80
-127.55,80
-127.41,80
-127.38,80
-127.4,80
-127.41,80
-127.32,80
-127.26,80
-127.18,80
-127.14,80
-127.14,80
-127.1,80
-127.07,80
-127,80
-127.03,81
-127,81
-126.92,81
-126.8,81
-126.69,81
-126.71,81
-126.61,81
-126.61,81
-126.53,81
-126.48,81
-126.37,81
-126.32,81
-126.25,81
-126.27,81
-126.31,81
-126.25,82
-126.21,82
-126.13,82
-126.1,82
-126.08,82
-126.02,82
-126.02,82
-125.93,82
-125.85,82
-125.86,82
-125.88,82
-125.92,82
-125.86,82
-125.86,82
-125.8,82
-125.74,83
-125.68,83
-125.66,83
-125.51,83
-125.42,83
-125.26,83
-125.23,83
-125.2,83
-125.1,83
-125.05,83
-124.96,83
-124.81,83
-124.79,83
-124.7,83
-124.62,83
-124.6,84
-124.56,84
-124.46,84
-124.45,84
-124.36,84
-124.37,84
-124.29,84
-124.25,84
-124.19,84
-124.08,84
-124.13,84
-124.1,84
-124.09,84
-124.11,84
-124,84
-124.07,85
-124.15,85
-124.09,85
-124.02,85
-124.04,85
-123.97,85
-123.85,85
-123.77,85
-123.69,85
-123.59,85
-123.56,85
-123.56,85
-123.6,85
-123.58,85
-123.58,85
-123.5,86
-123.46,86
-123.39,86
-123.33,86
-123.25,86
-123.14,86
-123.07,86
-123.06,86
-123.01,86
-122.98,86
-122.79,86
-122.78,86
-122.74,86
-122.76,86
-122.66,86
-122.63,87
-122.66,87
-122.71,87
-122.59,87
-122.52,87
-122.52,87
-122.47,87
-122.42,87
-122.36,87
-122.27,87
-122.24,87
-122.19,87
-122.16,87
-122.06,87
-122.08,87
-122.09,88
-122.06,88
-121.98,88
-121.89,88
-121.84,88
-121.76,88
-121.77,88
-121.71,88
-121.68,88
-121.58,88
-121.55,88
-121.5,88
-121.5,88
-121.55,88
-121.58,88
-121.55,89
-121.6,89
-121.5,89
-121.44,89
-121.49,89
-121.49,89
-121.43,89
-121.37,89
-121.37,89
-121.3,89
-121.34,89
-121.4,89
-121.45,89
-121.45,89
-121.46,89
-121.5,90
-121.38,90
-121.29,90
-121.23,90
-121.19,90
-121.16,90
-121.04,90
-120.98,90
-120.89,90
-120.81,90
-120.82,90
-120.76,90
-120.74,90
-120.69,90
-120.71,90
-120.62,91
-120.53,91
-120.54,91
-120.52,91
-120.48,91
-120.49,91
-120.51,91
-120.48,91
-120.48,91
-120.44,91
-120.52,91
-120.52,91
-120.48,91
-120.45,91
-120.48,91
-120.41,92
-120.36,92
-120.23,92
-120.15,92
-120.12,92
-119.99,92
-119.94,92
-119.79,92
-119.71,92
-119.65,92
-119.67,92
-119.67,92
-119.56,92
-119.45,92
-119.39,92
-119.35,93
-119.37,93
-119.31,93
-119.26,93
-119.14,93
-119.03,93
-119.09,93
-119.02,93
-119.01,93
-118.99,93
-118.94,93
-118.99,93
-118.95,93
-118.94,93
-118.89,93
-118.84,94
-118.84,94
-118.8,94
-118.72,94
-118.63,94
-118.58,94
-118.53,94
-118.52,94
-118.53,94
-118.49,94
-118.41,94
-118.39,94
-118.39,94
-118.35,94
-118.38,94
-118.42,95
-118.36,95
-118.24,95
-118.28,95
-118.23,95
-118.23,95
-118.23,95
-118.2,95
-118.08,95
-118.07,95
-118.11,95
-118.05,95
-117.97,95
-117.89,95
-117.94,95
-117.88,96
-117.87,96
-117.79,96
-117.72,96
-117.61,96
-117.53,96
-117.47,96
-117.44,96
-117.35,96
-117.32,96
-117.37,96
-117.29,96
-117.34,96
-117.28,96
-117.35,96
-117.36,97
-117.24,97
-117.29,97
-117.18,97
-117.08,97
-117.09,97
-117.03,97
-117.01,97
-116.92,97
-116.95,97
-116.89,97
-116.88,97
-116.87,97
-116.78,97
-116.75,97
-116.8,98
-116.71,98
-116.61,98
-116.51,98
-116.51,98
-116.48,98
-116.47,98
-116.39,98
-116.35,98
-116.25,98
-116.16,98
-116.16,98
-116.12,98
-116.08,98
-116.07,98
-116.05,99
-116,99
-116,99
-115.93,99
-115.91,99
-115.83,99
-115.76,99
-115.66,99
-115.57,99
-115.46,99
-115.43,99
-115.36,99
-115.33,99
-115.31,99
-115.32,99
-115.32,100
-115.26,100
-115.2,100
-115.13,100
-115.13,100
-115.11,100
-115.09,100
-114.99,100
-115.01,100
-115.02,100
-115.01,100
-114.94,100
-114.88,100
-114.9,100
-114.86,100
-114.85,101
-114.83,101
-114.78,101
-114.69,101
-114.63,101
-114.58,101
-114.45,101
-114.39,101
-114.36,101
-114.38,101
-114.31,101
-114.29,101
-114.31,101
-114.31,101
-114.25,101
-114.18,102
-114.1,102
-114.1,102
-114.04,102
-113.9,102
-113.88,102
-113.82,102
-113.77,102
-113.8,102
-113.83,102
-113.82,102
-113.89,102
-113.87,102
-113.89,102
-113.89,102
-113.85,103
-113.86,103
-113.87,103
-113.73,103
-113.63,103
-113.51,103
-113.47,103
-113.43,103
-113.35,103
-113.26,103
-113.26,103
-113.2,103
-113.13,103
-113.11,103
-113.15,103
-113.1,104
-113.01,104
-113.02,104
-112.92,104
-112.88,104
-112.86,104
-112.75,104
-112.7,104
-112.68,104
-112.63,104
-112.59,104
-112.6,104
-112.6,104
-112.57,104
-112.54,104
-112.51,105
-112.45,105
-112.39,105
-112.34,105
-112.29,105
-112.25,105
-112.28,105
-112.32,105
-112.28,105
-112.21,105
-112.15,105
-112.13,105
-112.09,105
-112.03,105
-111.93,105
-111.93,106
-111.97,106
-111.97,106
-111.91,106
-111.9,106
-111.84,106
-111.85,106
-111.85,106
-111.81,106
-111.82,106
-111.84,106
-111.78,106
-111.76,106
-111.75,106
-111.72,106
-111.73,107
-111.7,107
-111.68,107
-111.63,107
-111.55,107
-111.55,107
-111.6,107
-111.56,107
-111.54,107
-111.51,107
-111.47,107
-111.44,107
-111.46,107
-111.48,107
-111.45,107
-111.41,108
-111.39,108
-111.35,108
-111.34,108
-111.24,108
-111.09,108
-111.08,108
-111.05,108
-111,108
-110.9,108
-110.87,108
-110.77,108
-110.92,108
-110.83,108
-110.81,108
-110.79,109
-110.85,109
-110.87,109
-110.9,109
-110.83,109
-110.75,109
-110.69,109
-110.64,109
-110.61,109
-110.55,109
-110.5,109
-110.51,109
-110.52,109
-110.53,109
-110.52,109
-110.51,110
-110.48,110
-110.51,110
-110.45,110
-110.41,110
-110.32,110
-110.29,110
-110.24,110
-110.19,110
-110.13,110
-110.14,110
-110.12,110
-110.04,110
-109.97,110
-109.95,110
-109.99,111
-109.92,111
-109.81,111
-109.81,111
-109.73,111
-109.61,111
-109.58,111
-109.63,111
-109.61,111
-109.52,111
-109.5,111
-109.47,111
-109.48,111
-109.48,111
-109.45,111
-109.48,112
-109.4,112
-109.36,112
-109.38,112
-109.38,112
-109.4,112
-109.26,112
-109.29,112
-109.31,112
-109.31,112
-109.35,112
-109.33,112
-109.34,112
-109.32,112
-109.31,112
-109.26,113
-109.25,113
-109.2,113
-109.2,113
-109.14,113
-109.08,113
-109.09,113
-109.1,113
-109.01,113
-109,113
-108.97,113
-108.99,113
-108.96,113
-108.9,113
-108.84,113
-108.85,114
-108.81,114
-108.79,114
-108.74,114
-108.74,114
-108.69,114
-108.65,114
-108.66,114
-108.53,114
-108.55,114
-108.5,114
-108.46,114
-108.39,114
-108.29,114
-108.28,114
-108.36,115
-108.31,115
-108.31,115
-108.29,115
-108.24,115
-108.14,115
-108.14,115
-108.08,115
-108.03,115
-108,115
-107.93,115
-107.89,115
-107.89,115
-107.93,115
-107.96,115
-107.95,116
-107.93,116
-107.85,116
-107.83,116
-107.77,116
-107.72,116
-107.64,116
-107.65,116
-107.65,116
-107.59,116
-107.51,116
-107.48,116
-107.45,116
-107.48,116
-107.46,116
-107.48,117
-107.42,117
-107.4,117
-107.33,117
-107.27,117
-107.23,117
-107.19,117
-107.15,117
-107.12,117
-107.08,117
-107.04,117
-107.06,117
-107.07,117
-107.09,117
-107.05,117
-106.99,118
-106.94,118
-106.89,118
-106.83,118
-106.77,118
-106.72,118
-106.63,118
-106.59,118
-106.57,118
-106.54,118
-106.51,118
-106.44,118
-106.42,118
-106.4,118
-106.39,118
-106.34,119
-106.39,119
-106.39,119
-106.36,119
-106.4,119
-106.31,119
-106.31,119
-106.35,119
-106.37,119
-106.3,119
-106.24,119
-106.23,119
-106.22,119
-106.22,119
-106.23,119
-106.22,120
-106.18,120
-106.17,120
-106.11,120
-106.06,120
-106.03,120
-105.97,120
-105.95,120
-106.02,120
-105.95,120
-105.93,120
-105.95,120
-105.89,120
-105.84,120
-105.88,120
-105.87,121
-105.82,121
-105.79,121
-105.71,121
-105.71,121
-105.67,121
-105.64,121
-105.59,121
-105.52,121
-105.46,121
-105.45,121
-105.42,121
-105.43,121
-105.42,121
-105.38,121
-105.4,122
-105.36,122
-105.36,122
-105.31,122
-105.31,122
-105.29,122
-105.23,122
-105.2,122
-105.22,122
-105.22,122
-105.19,122
-105.24,122
-105.24,122
-105.23,122
-105.16,122
-105.12,123
-105.15,123
-105.13,123
-105.1,123
-105.06,123
-105.02,123
-105,123
-104.94,123
-104.94,123
-105,123
-104.98,123
-104.91,123
-104.9,123
-104.89,123
-104.83,123
-104.83,124
-104.77,124
-104.76,124
-104.72,124
-104.69,124
-104.74,124
-104.66,124
-104.67,124
-104.68,124
-104.63,124
-104.59,124
-104.61,124
-104.58,124
-104.6,124
-104.62,124
-104.6,125
-104.56,125
-104.55,125
-104.53,125
-104.51,125
-104.46,125
-104.45,125
-104.43,125
-104.42,125
-104.44,125
-104.43,125
-104.39,125
-104.38,125
-104.39,125
-104.35,125
-104.41,126
-104.4,126
-104.41,126
-104.38,126
-104.23,126
-104.14,126
-104.08,126
-104.01,126
-103.91,126
-103.9,126
-103.86,126
-103.81,126
-103.78,126
-103.69,126
-103.7,126
-103.67,127
-103.7,127
-103.67,127
-103.68,127
-103.68,127
-103.68,127
-103.66,127
-103.6,127
-103.59,127
-103.57,127
-103.54,127
-103.51,127
-103.59,127
-103.58,127
-103.51,127
-103.54,128
-103.51,128
-103.5,128
-103.49,128
-103.44,128
-103.43,128
-103.39,128
-103.39,128
-103.43,128
-103.46,128
-103.49,128
-103.49,128
-103.47,128
-103.46,128
-103.46,128
-103.47,129
-103.46,129
-103.5,129
-103.45,129
-103.44,129
-103.39,129
-103.4,129
-103.34,129
-103.31,129
-103.28,129
-103.25,129
-103.26,129
-103.32,129
-103.33,129
-103.35,129
-103.31,130
-103.27,130
-103.19,130
-103.15,130
-103.12,130
-103.11,130
-103.07,130
-103.02,130
-103.06,130
-103.09,130
-103.06,130
-103.13,130
-103.1,130
-103.11,130
-103.13,130
-103.11,131
-103.07,131
-103.07,131
-103.03,131
-102.96,131
-102.96,131
-103.01,131
-103.01,131
-103.04,131
-103.02,131
-103.01,131
-103,131
-102.98,131
-102.93,131
-102.89,131
-102.85,132
-102.91,132
-102.91,132
-102.88,132
-102.83,132
-102.84,132
-102.85,132
-102.8,132
-102.85,132
-102.85,132
-102.82,132
-102.77,132
-102.74,132
-102.68,132
-102.71,132
-102.67,133
-102.7,133
-102.62,133
-102.65,133
-102.68,133
-102.65,133
-102.64,133
-102.58,133
-102.62,133
-102.61,133
-102.6,133
-102.61,133
-102.64,133
-102.61,133
-102.61,133
-102.6,134
-102.53,134
-102.47,134
-102.38,134
-102.38,134
-102.39,134
-102.36,134
-102.33,134
-102.26,134
-102.28,134
-102.25,134
-102.21,134
-102.2,134
-102.22,134
-102.25,134
-102.16,135
-102.14,135
-102.18,135
-102.11,135
-102.09,135
-102.12,135
-102.09,135
-102.03,135
-101.98,135
-102.02,135
-102.02,135
-102.05,135
-101.95,135
-101.86,135
-101.87,135
-101.83,136
-101.81,136
-101.86,136
-101.83,136
-101.84,136
-101.87,136
-101.83,136
-101.85,136
-101.87,136
-101.82,136
-101.74,136
-101.73,136
-101.77,136
-101.69,136
-101.74,136
-101.73,137
-101.72,137
-101.8,137
-101.82,137
-101.85,137
-101.81,137
-101.74,137
-101.77,137
-101.75,137
-101.73,137
-101.75,137
-101.77,137
-101.78,137
-101.8,137
-101.78,137
-101.76,138
-101.68,138
-101.68,138
-101.76,138
-101.77,138
-101.73,138
-101.74,138
-101.73,138
-101.75,138
-101.77,138
-101.73,138
-101.74,138
-101.75,138
-101.78,138
-101.76,138
-101.72,139
-101.73,139
-101.72,139
-101.75,139
-101.73,139
-101.66,139
-101.6,139
-101.55,139
-101.53,139
-101.57,139
-101.57,139
-101.52,139
-101.53,139
-101.52,139
-101.48,139
-101.48,140
-101.54,140
-101.54,140
-101.53,140
-101.57,140
-101.61,140
-101.66,140
-101.68,140
-101.67,140
-101.7,140
