Theta2,ServoAngle
-88.47,146
-88.43,146
-88.33,147
-88.29,147
-88.04,147
-87.95,147
-88.04,147
-88.01,147
-87.98,147
-87.98,147
-88.07,147
-88.06,147
-88.05,147
-88.13,147
-88.25,147
-88.31,147
-88.36,147
-88.51,148
-88.49,148
-88.52,148
-88.55,148
-88.53,148
-88.55,148
-88.58,148
-88.57,148
-88.6,148
-88.46,148
-88.49,148
-88.44,148
-88.29,148
-88.15,148
-88.21,148
-88.32,149
-88.37,149
-88.42,149
-88.32,149
-88.29,149
-88.2,149
-88.12,149
-88.18,149
-88.3,149
-88.35,149
-88.23,149
-88.24,149
-88.16,149
-88.22,149
-88.17,149
-88.23,150
-88.26,150
-88.23,150
-88.29,150
-88.29,150
-88.34,150
-88.39,150
-88.43,150
-88.33,150
-88.3,150
-88.27,150
-88.27,150
-88.32,150
-88.32,150
-88.28,150
-88.28,151
-88.34,151
-88.39,151
-88.43,151
-88.24,151
-88.25,151
-88.22,151
-88.33,151
-88.33,151
-88.32,151
-88.26,151
-88.24,151
-88.29,151
-88.35,151
-88.34,151
-88.36,152
-88.4,152
-88.45,152
-88.48,152
-88.38,152
-88.42,152
-88.26,152
-88.23,152
-88.29,152
-88.34,152
-88.44,152
-88.52,152
-88.55,152
-88.58,152
-88.64,152
-88.71,153
-88.77,153
-88.87,153
-88.92,153
-88.85,153
-88.84,153
-88.79,153
-88.81,153
-88.76,153
-88.81,153
-88.81,153
-88.81,153
-88.92,153
-88.9,153
-88.89,153
-88.83,154
-88.8,154
-88.8,154
-88.8,154
-88.8,154
-88.77,154
-88.72,154
-88.73,154
-88.79,154
-88.84,154
-88.89,154
-88.88,154
-88.92,154
-88.91,154
-88.9,154
-88.79,155
-88.79,155
-88.76,155
-88.99,155
-89.14,155
-89.28,155
-89.4,155
-89.51,155
-89.52,155
-89.62,155
-89.76,155
-89.74,155
-89.76,155
-89.79,155
-89.88,155
