Frame,Theta1,Theta2,Theta3,ServoAngle,Time(s)
1300,-121.58,-64.45,2.12,88,80.504
1301,-121.55,-64.50,2.07,88,80.552
1302,-121.50,-64.56,2.04,88,80.599
1303,-121.50,-64.69,2.10,88,80.650
1304,-121.55,-64.93,2.21,88,80.712
1305,-121.58,-65.09,2.33,88,80.769
1306,-121.55,-65.17,2.40,89,80.926
1307,-121.60,-65.29,2.35,89,80.969
1308,-121.50,-65.24,2.34,89,81.019
1309,-121.44,-65.17,2.13,89,81.066
1310,-121.49,-65.37,2.10,89,81.118
1311,-121.49,-65.64,2.22,89,81.181
1312,-121.43,-65.74,2.20,89,81.237
1313,-121.37,-65.82,2.18,89,81.286
1314,-121.37,-66.04,2.34,89,81.347
1315,-121.30,-66.18,2.52,89,81.395
1316,-121.34,-66.35,2.50,89,81.457
1317,-121.40,-66.43,2.29,89,81.515
1318,-121.45,-66.51,2.22,89,81.577
1319,-121.45,-66.52,2.14,89,81.642
1320,-121.46,-66.55,2.09,89,81.699
1321,-121.50,-66.70,2.06,90,81.857
1322,-121.38,-66.61,2.04,90,81.916
1323,-121.29,-66.61,1.95,90,81.977
1324,-121.23,-66.69,2.06,90,82.040
1325,-121.19,-66.72,2.03,90,82.101
1326,-121.16,-66.75,2.01,90,82.161
1327,-121.04,-66.64,1.90,90,82.222
1328,-120.98,-66.64,1.89,90,82.279
1329,-120.89,-66.59,1.88,90,82.335
1330,-120.81,-66.57,1.79,90,82.385
1331,-120.82,-66.58,1.70,90,82.441
1332,-120.76,-66.56,1.65,90,82.504
1333,-120.74,-66.56,1.62,90,82.567
1334,-120.69,-66.56,1.67,90,82.615
1335,-120.71,-66.57,1.64,90,82.666
1336,-120.62,-66.52,1.63,91,82.813
1337,-120.53,-66.47,1.63,91,82.870
1338,-120.54,-66.60,1.64,91,82.918
1339,-120.52,-66.76,1.67,91,82.966
1340,-120.48,-66.88,1.59,91,83.013
1341,-120.49,-67.05,1.56,91,83.070
1342,-120.51,-67.20,1.54,91,83.122
1343,-120.48,-67.29,1.47,91,83.169
1344,-120.48,-67.40,1.47,91,83.231
1345,-120.44,-67.54,1.59,91,83.277
1346,-120.52,-67.80,1.71,91,83.323
1347,-120.52,-67.96,1.78,91,83.371
1348,-120.48,-67.90,1.67,91,83.419
1349,-120.45,-67.97,1.68,91,83.466
1350,-120.48,-68.02,1.63,91,83.512
1351,-120.41,-68.07,1.80,92,83.666
1352,-120.36,-68.08,1.74,92,83.713
1353,-120.23,-68.01,1.68,92,83.762
1354,-120.15,-68.05,1.63,92,83.820
1355,-120.12,-68.16,1.68,92,83.868
1356,-119.99,-68.12,1.70,92,83.929
1357,-119.94,-68.20,1.77,92,83.993
1358,-119.79,-68.14,1.80,92,84.040
1359,-119.71,-68.12,1.81,92,84.086
1360,-119.65,-68.09,1.74,92,84.135
1361,-119.67,-68.16,1.68,92,84.194
1362,-119.67,-68.29,1.72,92,84.262
1363,-119.56,-68.21,1.71,92,84.320
1364,-119.45,-68.17,1.77,92,84.368
1365,-119.39,-68.12,1.72,92,84.427
1366,-119.35,-68.09,1.64,93,84.582
1367,-119.37,-68.12,1.55,93,84.643
1368,-119.31,-68.12,1.56,93,84.691
1369,-119.26,-68.16,1.64,93,84.739
1370,-119.14,-68.16,1.83,93,84.793
1371,-119.03,-68.12,1.89,93,84.838
1372,-119.09,-68.26,1.91,93,84.888
1373,-119.02,-68.25,1.85,93,84.937
1374,-119.01,-68.34,1.94,93,84.982
1375,-118.99,-68.36,1.97,93,85.030
1376,-118.94,-68.30,1.88,93,85.091
1377,-118.99,-68.45,2.03,93,85.137
1378,-118.95,-68.35,1.89,93,85.185
1379,-118.94,-68.43,1.96,93,85.231
1380,-118.89,-68.36,1.95,93,85.292
1381,-118.84,-68.32,1.86,94,85.450
1382,-118.84,-68.26,1.74,94,85.498
1383,-118.80,-68.41,1.79,94,85.554
1384,-118.72,-68.61,2.00,94,85.603
1385,-118.63,-68.66,2.03,94,85.651
1386,-118.58,-68.75,2.00,94,85.700
1387,-118.53,-68.77,2.00,94,85.749
1388,-118.52,-68.87,1.93,94,85.806
1389,-118.53,-68.94,1.83,94,85.854
1390,-118.49,-69.05,1.86,94,85.915
1391,-118.41,-69.03,1.83,94,85.960
1392,-118.39,-69.08,1.79,94,86.007
1393,-118.39,-69.16,1.75,94,86.059
1394,-118.35,-69.22,1.78,94,86.106
1395,-118.38,-69.30,1.74,94,86.156
1396,-118.42,-69.34,1.60,95,86.311
1397,-118.36,-69.43,1.69,95,86.357
1398,-118.24,-69.60,1.74,95,86.404
1399,-118.28,-69.90,1.80,95,86.453
1400,-118.23,-70.14,1.89,95,86.513
1401,-118.23,-70.29,1.82,95,86.558
1402,-118.23,-70.48,1.81,95,86.607
1403,-118.20,-70.63,1.81,95,86.654
1404,-118.08,-70.66,1.90,95,86.714
1405,-118.07,-70.74,1.79,95,86.759
1406,-118.11,-70.86,1.73,95,86.809
1407,-118.05,-70.87,1.62,95,86.856
1408,-117.97,-70.85,1.63,95,86.904
1409,-117.89,-70.83,1.59,95,86.952
1410,-117.94,-70.98,1.66,95,86.999
1411,-117.88,-71.02,1.72,96,87.158
1412,-117.87,-71.09,1.72,96,87.203
1413,-117.79,-70.98,1.56,96,87.249
1414,-117.72,-71.10,1.58,96,87.296
1415,-117.61,-71.14,1.53,96,87.356
1416,-117.53,-71.21,1.43,96,87.405
1417,-117.47,-71.33,1.56,96,87.453
1418,-117.44,-71.47,1.56,96,87.512
1419,-117.35,-71.53,1.57,96,87.572
1420,-117.32,-71.63,1.62,96,87.620
1421,-117.37,-71.75,1.57,96,87.669
1422,-117.29,-71.78,1.58,96,87.714
1423,-117.34,-71.93,1.69,96,87.760
1424,-117.28,-71.92,1.63,96,87.821
1425,-117.35,-71.98,1.47,96,87.886
1426,-117.36,-72.02,1.49,97,88.040
1427,-117.24,-71.93,1.45,97,88.101
1428,-117.29,-72.12,1.46,97,88.150
1429,-117.18,-72.13,1.42,97,88.210
1430,-117.08,-72.13,1.38,97,88.258
1431,-117.09,-72.24,1.34,97,88.303
1432,-117.03,-72.27,1.31,97,88.362
1433,-117.01,-72.32,1.28,97,88.412
1434,-116.92,-72.31,1.26,97,88.456
1435,-116.95,-72.45,1.23,97,88.505
1436,-116.89,-72.44,1.15,97,88.554
1437,-116.88,-72.53,1.19,97,88.613
1438,-116.87,-72.61,1.22,97,88.663
1439,-116.78,-72.59,1.25,97,88.722
1440,-116.75,-72.65,1.28,97,88.784
1441,-116.80,-72.81,1.42,98,88.937
1442,-116.71,-72.72,1.32,98,88.985
1443,-116.61,-72.68,1.18,98,89.045
1444,-116.51,-72.78,1.38,98,89.100
1445,-116.51,-72.96,1.49,98,89.154
1446,-116.48,-73.04,1.48,98,89.217
1447,-116.47,-73.13,1.48,98,89.263
1448,-116.39,-73.20,1.59,98,89.323
1449,-116.35,-73.23,1.58,98,89.367
1450,-116.25,-73.20,1.68,98,89.419
1451,-116.16,-73.23,1.83,98,89.479
1452,-116.16,-73.27,1.79,98,89.526
1453,-116.12,-73.28,1.82,98,89.575
1454,-116.08,-73.29,1.79,98,89.622
1455,-116.07,-73.31,1.76,98,89.681
1456,-116.05,-73.33,1.73,99,89.839
1457,-116.00,-73.31,1.76,99,89.886
1458,-116.00,-73.33,1.73,99,89.934
1459,-115.93,-73.29,1.70,99,89.995
1460,-115.91,-73.34,1.78,99,90.042
1461,-115.83,-73.38,1.85,99,90.105
1462,-115.76,-73.41,1.97,99,90.150
1463,-115.66,-73.40,2.03,99,90.196
1464,-115.57,-73.40,2.08,99,90.259
1465,-115.46,-73.37,2.18,99,90.321
1466,-115.43,-73.30,1.99,99,90.368
1467,-115.36,-73.25,1.88,99,90.429
1468,-115.33,-73.29,1.82,99,90.477
1469,-115.31,-73.23,1.68,99,90.536
1470,-115.32,-73.30,1.76,99,90.587
1471,-115.32,-73.36,1.72,100,90.740
1472,-115.26,-73.30,1.63,100,90.787
1473,-115.20,-73.41,1.61,100,90.847
1474,-115.13,-73.48,1.64,100,90.895
1475,-115.13,-73.55,1.55,100,90.943
1476,-115.11,-73.69,1.62,100,90.990
1477,-115.09,-73.77,1.58,100,91.051
1478,-114.99,-73.76,1.55,100,91.098
1479,-115.01,-73.85,1.52,100,91.159
1480,-115.02,-73.99,1.61,100,91.224
1481,-115.01,-74.04,1.57,100,91.271
1482,-114.94,-74.07,1.65,100,91.317
1483,-114.88,-74.05,1.61,100,91.378
1484,-114.90,-74.17,1.69,100,91.425
1485,-114.86,-74.16,1.64,100,91.472
1486,-114.85,-74.23,1.66,101,91.626
1487,-114.83,-74.28,1.73,101,91.672
1488,-114.78,-74.30,1.80,101,91.721
1489,-114.69,-74.31,1.90,101,91.780
1490,-114.63,-74.26,1.81,101,91.829
1491,-114.58,-74.30,1.86,101,91.875
1492,-114.45,-74.32,1.91,101,91.936
1493,-114.39,-74.40,2.02,101,91.983
1494,-114.36,-74.48,2.05,101,92.040
1495,-114.38,-74.55,1.98,101,92.105
1496,-114.31,-74.60,2.10,101,92.162
1497,-114.29,-74.67,2.14,101,92.211
1498,-114.31,-74.77,2.15,101,92.258
1499,-114.31,-74.79,2.07,101,92.307
1500,-114.25,-74.76,2.12,101,92.369
1501,-114.18,-74.80,2.20,102,92.523
1502,-114.10,-74.67,2.11,102,92.570
1503,-114.10,-74.74,2.14,102,92.617
1504,-114.04,-74.63,2.02,102,92.664
1505,-113.90,-74.59,2.03,102,92.723
1506,-113.88,-74.66,1.94,102,92.772
1507,-113.82,-74.73,1.91,102,92.819
1508,-113.77,-74.80,1.88,102,92.880
1509,-113.80,-74.93,1.84,102,92.926
1510,-113.83,-75.01,1.76,102,92.986
1511,-113.82,-75.03,1.69,102,93.036
1512,-113.89,-75.18,1.74,102,93.096
1513,-113.87,-75.18,1.67,102,93.158
1514,-113.89,-75.23,1.72,102,93.205
1515,-113.89,-75.26,1.59,102,93.252
1516,-113.85,-75.29,1.66,103,93.404
1517,-113.86,-75.37,1.77,103,93.453
1518,-113.87,-75.38,1.70,103,93.515
1519,-113.73,-75.36,1.70,103,93.562
1520,-113.63,-75.42,1.77,103,93.623
1521,-113.51,-75.39,1.69,103,93.671
1522,-113.47,-75.37,1.65,103,93.733
1523,-113.43,-75.39,1.63,103,93.793
1524,-113.35,-75.35,1.55,103,93.853
1525,-113.26,-75.28,1.47,103,93.902
1526,-113.26,-75.34,1.48,103,93.949
1527,-113.20,-75.34,1.51,103,93.994
1528,-113.13,-75.27,1.41,103,94.043
1529,-113.11,-75.34,1.54,103,94.088
1530,-113.15,-75.47,1.65,103,94.138
1531,-113.10,-75.50,1.70,104,94.284
1532,-113.01,-75.44,1.70,104,94.329
1533,-113.02,-75.52,1.75,104,94.376
1534,-112.92,-75.40,1.65,104,94.438
1535,-112.88,-75.48,1.70,104,94.486
1536,-112.86,-75.47,1.70,104,94.533
1537,-112.75,-75.38,1.58,104,94.593
1538,-112.70,-75.35,1.51,104,94.644
1539,-112.68,-75.42,1.62,104,94.692
1540,-112.63,-75.41,1.67,104,94.755
1541,-112.59,-75.42,1.74,104,94.803
1542,-112.60,-75.46,1.72,104,94.865
1543,-112.60,-75.61,1.90,104,94.921
1544,-112.57,-75.65,1.99,104,94.971
1545,-112.54,-75.62,1.94,104,95.016
1546,-112.51,-75.59,1.96,105,95.172
1547,-112.45,-75.61,1.96,105,95.232
1548,-112.39,-75.65,1.97,105,95.277
1549,-112.34,-75.69,1.92,105,95.340
1550,-112.29,-75.68,1.83,105,95.386
1551,-112.25,-75.73,1.89,105,95.434
1552,-112.28,-75.82,1.86,105,95.482
1553,-112.32,-75.92,1.82,105,95.545
1554,-112.28,-75.89,1.76,105,95.592
1555,-112.21,-75.87,1.79,105,95.640
1556,-112.15,-75.85,1.83,105,95.702
1557,-112.13,-75.87,1.86,105,95.749
1558,-112.09,-75.78,1.78,105,95.797
1559,-112.03,-75.71,1.76,105,95.858
1560,-111.93,-75.62,1.75,105,95.908
1561,-111.93,-75.62,1.68,106,96.063
1562,-111.97,-75.70,1.66,106,96.124
1563,-111.97,-75.90,1.71,106,96.184
1564,-111.91,-76.02,1.69,106,96.233
1565,-111.90,-76.23,1.73,106,96.293
1566,-111.84,-76.25,1.65,106,96.349
1567,-111.85,-76.39,1.57,106,96.404
1568,-111.85,-76.51,1.57,106,96.450
1569,-111.81,-76.57,1.56,106,96.499
1570,-111.82,-76.74,1.68,106,96.561
1571,-111.84,-76.84,1.60,106,96.607
1572,-111.78,-76.81,1.55,106,96.670
1573,-111.76,-76.86,1.55,106,96.715
1574,-111.75,-76.87,1.50,106,96.777
1575,-111.72,-76.98,1.66,106,96.824
1576,-111.73,-77.03,1.65,107,96.980
1577,-111.70,-77.03,1.55,107,97.041
1578,-111.68,-77.08,1.59,107,97.103
1579,-111.63,-77.07,1.52,107,97.149
1580,-111.55,-77.01,1.52,107,97.211
1581,-111.55,-77.08,1.54,107,97.256
1582,-111.60,-77.19,1.56,107,97.318
1583,-111.56,-77.16,1.50,107,97.370
1584,-111.54,-77.25,1.60,107,97.427
1585,-111.51,-77.32,1.69,107,97.475
1586,-111.47,-77.27,1.61,107,97.536
1587,-111.44,-77.23,1.60,107,97.583
1588,-111.46,-77.24,1.53,107,97.630
1589,-111.48,-77.25,1.47,107,97.691
1590,-111.45,-77.22,1.41,107,97.753
1591,-111.41,-77.17,1.31,108,97.907
1592,-111.39,-77.19,1.31,108,97.953
1593,-111.35,-77.24,1.43,108,98.002
1594,-111.34,-77.25,1.31,108,98.063
1595,-111.24,-77.21,1.32,108,98.122
1596,-111.09,-77.22,1.48,108,98.169
1597,-111.08,-77.27,1.48,108,98.217
1598,-111.05,-77.29,1.47,108,98.264
1599,-111.00,-77.30,1.62,108,98.310
1600,-110.90,-77.31,1.72,108,98.372
1601,-110.87,-77.31,1.69,108,98.433
1602,-110.77,-77.30,1.79,108,98.480
1603,-110.92,-77.50,1.90,108,98.529
1604,-110.83,-77.48,1.92,108,98.591
1605,-110.81,-77.53,1.99,108,98.646
1606,-110.79,-77.59,2.08,109,98.811
1607,-110.85,-77.64,2.02,109,98.870
1608,-110.87,-77.75,2.06,109,98.917
1609,-110.90,-77.76,1.94,109,98.961
1610,-110.83,-77.73,1.89,109,99.009
1611,-110.75,-77.69,1.80,109,99.061
1612,-110.69,-77.71,1.84,109,99.119
1613,-110.64,-77.75,1.88,109,99.166
1614,-110.61,-77.72,1.86,109,99.214
1615,-110.55,-77.66,1.77,109,99.277
1616,-110.50,-77.66,1.77,109,99.341
1617,-110.51,-77.77,1.82,109,99.388
1618,-110.52,-77.82,1.79,109,99.446
1619,-110.53,-77.87,1.90,109,99.492
1620,-110.52,-77.84,1.81,109,99.540
1621,-110.51,-77.87,1.87,110,99.691
1622,-110.48,-77.87,1.76,110,99.740
1623,-110.51,-78.02,1.82,110,99.787
1624,-110.45,-78.04,1.77,110,99.847
1625,-110.41,-78.05,1.71,110,99.897
1626,-110.32,-78.01,1.69,110,99.954
1627,-110.29,-78.02,1.57,110,100.003
1628,-110.24,-78.00,1.50,110,100.063
1629,-110.19,-78.00,1.45,110,100.112
1630,-110.13,-78.03,1.41,110,100.157
1631,-110.14,-78.05,1.32,110,100.219
1632,-110.12,-78.09,1.27,110,100.266
1633,-110.04,-78.02,1.19,110,100.314
1634,-109.97,-77.98,1.27,110,100.376
1635,-109.95,-77.96,1.19,110,100.424
1636,-109.99,-78.12,1.34,111,100.577
1637,-109.92,-78.07,1.28,111,100.638
1638,-109.81,-78.01,1.22,111,100.699
1639,-109.81,-78.02,1.19,111,100.744
1640,-109.73,-78.07,1.18,111,100.793
1641,-109.61,-78.11,1.26,111,100.842
1642,-109.58,-78.20,1.30,111,100.889
1643,-109.63,-78.40,1.39,111,100.948
1644,-109.61,-78.50,1.44,111,101.009
1645,-109.52,-78.45,1.36,111,101.073
1646,-109.50,-78.46,1.36,111,101.120
1647,-109.47,-78.52,1.41,111,101.181
1648,-109.48,-78.59,1.43,111,101.228
1649,-109.48,-78.61,1.42,111,101.273
1650,-109.45,-78.65,1.51,111,101.324
1651,-109.48,-78.69,1.49,112,101.478
1652,-109.40,-78.62,1.43,112,101.532
1653,-109.36,-78.69,1.44,112,101.584
1654,-109.38,-78.87,1.55,112,101.632
1655,-109.38,-78.87,1.45,112,101.688
1656,-109.40,-78.97,1.43,112,101.736
1657,-109.26,-78.80,1.35,112,101.784
1658,-109.29,-78.91,1.34,112,101.848
1659,-109.31,-79.01,1.42,112,101.901
1660,-109.31,-79.15,1.59,112,101.955
1661,-109.35,-79.29,1.76,112,102.010
1662,-109.33,-79.23,1.72,112,102.062
1663,-109.34,-79.40,1.93,112,102.114
1664,-109.32,-79.47,2.02,112,102.183
1665,-109.31,-79.50,2.02,112,102.244
1666,-109.26,-79.42,1.94,113,102.392
1667,-109.25,-79.42,1.80,113,102.439
1668,-109.20,-79.34,1.64,113,102.496
1669,-109.20,-79.35,1.54,113,102.559
1670,-109.14,-79.33,1.51,113,102.607
1671,-109.08,-79.38,1.55,113,102.661
1672,-109.09,-79.38,1.52,113,102.708
1673,-109.10,-79.42,1.46,113,102.754
1674,-109.01,-79.33,1.41,113,102.813
1675,-109.00,-79.31,1.39,113,102.858
1676,-108.97,-79.28,1.24,113,102.905
1677,-108.99,-79.33,1.25,113,102.952
1678,-108.96,-79.29,1.14,113,103.008
1679,-108.90,-79.22,1.08,113,103.053
1680,-108.84,-79.19,1.11,113,103.100
1681,-108.85,-79.29,1.12,114,103.256
1682,-108.81,-79.23,1.07,114,103.303
1683,-108.79,-79.25,1.14,114,103.350
1684,-108.74,-79.28,1.18,114,103.398
1685,-108.74,-79.35,1.22,114,103.460
1686,-108.69,-79.36,1.25,114,103.510
1687,-108.65,-79.38,1.21,114,103.567
1688,-108.66,-79.43,1.20,114,103.631
1689,-108.53,-79.32,1.27,114,103.687
1690,-108.55,-79.32,1.17,114,103.735
1691,-108.50,-79.37,1.27,114,103.780
1692,-108.46,-79.37,1.29,114,103.828
1693,-108.39,-79.33,1.28,114,103.874
1694,-108.29,-79.16,1.10,114,103.936
1695,-108.28,-79.18,1.15,114,103.996
1696,-108.36,-79.34,1.22,115,104.150
1697,-108.31,-79.30,1.23,115,104.212
1698,-108.31,-79.39,1.26,115,104.259
1699,-108.29,-79.45,1.18,115,104.307
1700,-108.24,-79.52,1.24,115,104.369
1701,-108.14,-79.38,1.13,115,104.432
1702,-108.14,-79.44,1.15,115,104.493
1703,-108.08,-79.44,1.08,115,104.539
1704,-108.03,-79.50,1.22,115,104.585
1705,-108.00,-79.47,1.14,115,104.637
1706,-107.93,-79.44,1.11,115,104.682
1707,-107.89,-79.50,1.24,115,104.743
1708,-107.89,-79.45,1.09,115,104.795
1709,-107.93,-79.52,1.10,115,104.843
1710,-107.96,-79.52,1.04,115,104.901
1711,-107.95,-79.48,0.92,116,105.062
1712,-107.93,-79.52,0.94,116,105.118
1713,-107.85,-79.56,1.05,116,105.165
1714,-107.83,-79.65,1.16,116,105.209
1715,-107.77,-79.65,1.22,116,105.257
1716,-107.72,-79.69,1.30,116,105.304
1717,-107.64,-79.60,1.35,116,105.353
1718,-107.65,-79.66,1.35,116,105.397
1719,-107.65,-79.75,1.43,116,105.444
1720,-107.59,-79.78,1.48,116,105.500
1721,-107.51,-79.74,1.51,116,105.555
1722,-107.48,-79.72,1.54,116,105.618
1723,-107.45,-79.76,1.59,116,105.679
1724,-107.48,-79.83,1.64,116,105.740
1725,-107.46,-79.83,1.58,116,105.788
1726,-107.48,-79.86,1.56,117,105.934
1727,-107.42,-79.77,1.51,117,105.988
1728,-107.40,-79.77,1.49,117,106.050
1729,-107.33,-79.81,1.62,117,106.114
1730,-107.27,-79.84,1.66,117,106.176
1731,-107.23,-79.82,1.63,117,106.221
1732,-107.19,-79.80,1.61,117,106.268
1733,-107.15,-79.78,1.59,117,106.328
1734,-107.12,-79.77,1.57,117,106.374
1735,-107.08,-79.80,1.62,117,106.419
1736,-107.04,-79.81,1.53,117,106.467
1737,-107.06,-79.90,1.51,117,106.515
1738,-107.07,-79.93,1.53,117,106.573
1739,-107.09,-79.95,1.49,117,106.621
1740,-107.05,-79.90,1.48,117,106.681
1741,-106.99,-79.83,1.41,118,106.838
1742,-106.94,-79.85,1.47,118,106.900
1743,-106.89,-79.91,1.45,118,106.961
1744,-106.83,-80.02,1.50,118,107.007
1745,-106.77,-80.11,1.55,118,107.055
1746,-106.72,-80.14,1.59,118,107.103
1747,-106.63,-80.11,1.50,118,107.150
1748,-106.59,-80.20,1.61,118,107.196
1749,-106.57,-80.23,1.58,118,107.242
1750,-106.54,-80.30,1.68,118,107.301
1751,-106.51,-80.37,1.78,118,107.351
1752,-106.44,-80.39,1.79,118,107.396
1753,-106.42,-80.38,1.68,118,107.445
1754,-106.40,-80.43,1.71,118,107.504
1755,-106.39,-80.37,1.54,118,107.553
1756,-106.34,-80.39,1.58,119,107.706
1757,-106.39,-80.41,1.55,119,107.754
1758,-106.39,-80.38,1.50,119,107.800
1759,-106.36,-80.46,1.58,119,107.849
1760,-106.40,-80.52,1.44,119,107.898
1761,-106.31,-80.49,1.43,119,107.962
1762,-106.31,-80.58,1.45,119,108.022
1763,-106.35,-80.70,1.46,119,108.072
1764,-106.37,-80.72,1.27,119,108.117
1765,-106.30,-80.62,1.21,119,108.164
1766,-106.24,-80.53,1.08,119,108.212
1767,-106.23,-80.53,1.04,119,108.259
1768,-106.22,-80.60,1.09,119,108.320
1769,-106.22,-80.60,1.01,119,108.380
1770,-106.23,-80.61,0.94,119,108.426
1771,-106.22,-80.66,1.00,120,108.585
1772,-106.18,-80.68,1.06,120,108.649
1773,-106.17,-80.73,1.11,120,108.696
1774,-106.11,-80.78,1.16,120,108.739
1775,-106.06,-80.83,1.20,120,108.787
1776,-106.03,-80.83,1.17,120,108.849
1777,-105.97,-80.79,1.21,120,108.912
1778,-105.95,-80.79,1.25,120,108.958
1779,-106.02,-80.97,1.28,120,109.005
1780,-105.95,-80.91,1.21,120,109.050
1781,-105.93,-80.89,1.21,120,109.098
1782,-105.95,-80.98,1.32,120,109.146
1783,-105.89,-80.92,1.34,120,109.194
1784,-105.84,-80.87,1.30,120,109.242
1785,-105.88,-80.91,1.23,120,109.303
1786,-105.87,-80.91,1.27,121,109.457
1787,-105.82,-80.83,1.17,121,109.504
1788,-105.79,-80.80,1.11,121,109.551
1789,-105.71,-80.79,1.09,121,109.611
1790,-105.71,-80.78,1.01,121,109.657
1791,-105.67,-80.76,1.03,121,109.705
1792,-105.64,-80.79,1.12,121,109.768
1793,-105.59,-80.79,1.13,121,109.817
1794,-105.52,-80.74,1.14,121,109.877
1795,-105.46,-80.63,1.05,121,109.937
1796,-105.45,-80.64,1.07,121,109.984
1797,-105.42,-80.75,1.21,121,110.030
1798,-105.43,-80.79,1.28,121,110.078
1799,-105.42,-80.82,1.34,121,110.142
1800,-105.38,-80.73,1.30,121,110.200
1801,-105.40,-80.81,1.25,122,110.357
1802,-105.36,-80.74,1.12,122,110.418
1803,-105.36,-80.77,1.06,122,110.465
1804,-105.31,-80.81,1.15,122,110.513
1805,-105.31,-80.86,1.18,122,110.559
1806,-105.29,-80.78,1.06,122,110.606
1807,-105.23,-80.81,1.21,122,110.651
1808,-105.20,-80.79,1.28,122,110.699
1809,-105.22,-80.81,1.27,122,110.745
1810,-105.22,-80.89,1.33,122,110.792
1811,-105.19,-80.86,1.32,122,110.853
1812,-105.24,-81.01,1.41,122,110.899
1813,-105.24,-81.06,1.39,122,110.947
1814,-105.23,-81.10,1.44,122,110.995
1815,-105.16,-81.08,1.48,122,111.042
1816,-105.12,-81.08,1.52,123,111.196
1817,-105.15,-81.14,1.56,123,111.246
1818,-105.13,-81.12,1.56,123,111.293
1819,-105.10,-81.15,1.55,123,111.353
1820,-105.06,-81.17,1.55,123,111.405
1821,-105.02,-81.21,1.57,123,111.465
1822,-105.00,-81.23,1.63,123,111.527
1823,-104.94,-81.21,1.65,123,111.573
1824,-104.94,-81.24,1.63,123,111.620
1825,-105.00,-81.36,1.65,123,111.667
1826,-104.98,-81.34,1.60,123,111.728
1827,-104.91,-81.20,1.47,123,111.775
1828,-104.90,-81.19,1.36,123,111.822
1829,-104.89,-81.15,1.31,123,111.869
1830,-104.83,-81.09,1.27,123,111.917
1831,-104.83,-81.15,1.35,124,112.071
1832,-104.77,-81.12,1.30,124,112.132
1833,-104.76,-81.14,1.32,124,112.180
1834,-104.72,-81.13,1.24,124,112.229
1835,-104.69,-81.18,1.40,124,112.291
1836,-104.74,-81.28,1.37,124,112.352
1837,-104.66,-81.20,1.31,124,112.399
1838,-104.67,-81.21,1.26,124,112.460
1839,-104.68,-81.23,1.28,124,112.521
1840,-104.63,-81.19,1.30,124,112.570
1841,-104.59,-81.16,1.32,124,112.617
1842,-104.61,-81.21,1.37,124,112.666
1843,-104.58,-81.18,1.35,124,112.729
1844,-104.60,-81.20,1.36,124,112.774
1845,-104.62,-81.22,1.28,124,112.835
1846,-104.60,-81.20,1.23,125,112.990
1847,-104.56,-81.17,1.16,125,113.038
1848,-104.55,-81.12,1.16,125,113.084
1849,-104.53,-81.10,1.09,125,113.146
1850,-104.51,-81.12,1.09,125,113.192
1851,-104.46,-81.07,1.13,125,113.243
1852,-104.45,-81.13,1.20,125,113.291
1853,-104.43,-81.17,1.26,125,113.350
1854,-104.42,-81.20,1.32,125,113.399
1855,-104.44,-81.21,1.24,125,113.444
1856,-104.43,-81.24,1.30,125,113.493
1857,-104.39,-81.16,1.26,125,113.541
1858,-104.38,-81.14,1.25,125,113.600
1859,-104.39,-81.14,1.24,125,113.660
1860,-104.35,-81.14,1.30,125,113.708
1861,-104.41,-81.12,1.16,126,113.861
1862,-104.40,-81.13,1.29,126,113.907
1863,-104.41,-81.09,1.17,126,113.955
1864,-104.38,-81.22,1.26,126,114.015
1865,-104.23,-81.28,1.53,126,114.077
1866,-104.14,-81.22,1.49,126,114.125
1867,-104.08,-81.17,1.39,126,114.188
1868,-104.01,-81.12,1.37,126,114.233
1869,-103.91,-81.03,1.28,126,114.295
1870,-103.90,-81.12,1.42,126,114.340
1871,-103.86,-81.08,1.39,126,114.392
1872,-103.81,-81.08,1.42,126,114.448
1873,-103.78,-81.04,1.36,126,114.497
1874,-103.69,-81.09,1.61,126,114.558
1875,-103.70,-81.09,1.56,126,114.607
1876,-103.67,-81.11,1.66,127,114.760
1877,-103.70,-81.12,1.61,127,114.810
1878,-103.67,-81.15,1.63,127,114.857
1879,-103.68,-81.20,1.62,127,114.905
1880,-103.68,-81.28,1.62,127,114.966
1881,-103.68,-81.36,1.62,127,115.027
1882,-103.66,-81.32,1.53,127,115.089
1883,-103.60,-81.29,1.53,127,115.135
1884,-103.59,-81.26,1.45,127,115.196
1885,-103.57,-81.33,1.52,127,115.246
1886,-103.54,-81.41,1.65,127,115.306
1887,-103.51,-81.46,1.77,127,115.355
1888,-103.59,-81.50,1.73,127,115.417
1889,-103.58,-81.49,1.71,127,115.464
1890,-103.51,-81.49,1.73,127,115.511
1891,-103.54,-81.58,1.84,128,115.666
1892,-103.51,-81.63,2.00,128,115.714
1893,-103.50,-81.56,1.95,128,115.773
1894,-103.49,-81.57,1.96,128,115.832
1895,-103.44,-81.50,1.95,128,115.882
1896,-103.43,-81.58,2.03,128,115.928
1897,-103.39,-81.61,2.10,128,115.976
1898,-103.39,-81.54,1.93,128,116.023
1899,-103.43,-81.61,1.97,128,116.070
1900,-103.46,-81.64,1.82,128,116.117
1901,-103.49,-81.74,1.91,128,116.163
1902,-103.49,-81.74,1.90,128,116.210
1903,-103.47,-81.64,1.78,128,116.258
1904,-103.46,-81.70,1.88,128,116.318
1905,-103.46,-81.70,1.87,128,116.366
1906,-103.47,-81.64,1.76,129,116.520
